,LOCATION,INDICATOR,SUBJECT,MEASURE,TIME,Value
318,KOR,HHDEBT,TOT,PC_NDI,2008,138.4568
319,KOR,HHDEBT,TOT,PC_NDI,2009,143.0346
320,KOR,HHDEBT,TOT,PC_NDI,2010,147.5311
321,KOR,HHDEBT,TOT,PC_NDI,2011,152.9024
322,KOR,HHDEBT,TOT,PC_NDI,2012,153.9483
323,KOR,HHDEBT,TOT,PC_NDI,2013,154.88
324,KOR,HHDEBT,TOT,PC_NDI,2014,158.0058
325,KOR,HHDEBT,TOT,PC_NDI,2015,162.2843
326,KOR,HHDEBT,TOT,PC_NDI,2016,174.5221
327,KOR,HHDEBT,TOT,PC_NDI,2017,181.8061
328,KOR,HHDEBT,TOT,PC_NDI,2018,184.9868
